Evaluation,Model,Parameter,Accuracy
6,SVM,"C=0.01, gamma=0.0001, coef0=0, kernel=rbf, degree=5",0.3125
6,SVM,"degree=1, C=0.01, gamma=0.001, coef0=0, kernel=rbf",0.3125
6,SVM,"C=0.01, gamma=0.001, coef0=0, kernel=rbf, degree=2",0.3125
6,SVM,"C=0.01, gamma=0.001, coef0=0, degree=3, kernel=rbf",0.3125
6,SVM,"C=0.01, degree=4, gamma=0.001, coef0=0, kernel=rbf",0.3125
6,SVM,"C=0.01, gamma=0.001, coef0=0, kernel=rbf, degree=5",0.3125
6,SVM,"degree=1, C=0.01, coef0=0, kernel=rbf, gamma=0.01",0.3125
6,SVM,"C=0.01, coef0=0, kernel=rbf, degree=2, gamma=0.01",0.3125
6,SVM,"C=0.01, coef0=0, degree=3, kernel=rbf, gamma=0.01",0.3125
6,SVM,"C=0.01, degree=4, coef0=0, kernel=rbf, gamma=0.01",0.3125
6,SVM,"C=0.01, coef0=0, kernel=rbf, gamma=0.01, degree=5",0.3125
6,SVM,"degree=1, gamma=0.1, C=0.01, coef0=0, kernel=rbf",0.3125
6,SVM,"gamma=0.1, C=0.01, coef0=0, kernel=rbf, degree=2",0.3125
6,SVM,"gamma=0.1, C=0.01, coef0=0, degree=3, kernel=rbf",0.3125
6,SVM,"gamma=0.1, degree=4, C=0.01, coef0=0, kernel=rbf",0.3125
6,SVM,"gamma=0.1, C=0.01, coef0=0, kernel=rbf, degree=5",0.3125
6,SVM,"degree=1, C=0.01, coef0=0, kernel=rbf, gamma=1.0",0.3125
6,SVM,"C=0.01, coef0=0, kernel=rbf, degree=2, gamma=1.0",0.3125
6,SVM,"C=0.01, coef0=0, degree=3, kernel=rbf, gamma=1.0",0.3125
6,SVM,"C=0.01, degree=4, coef0=0, kernel=rbf, gamma=1.0",0.3125
6,SVM,"C=0.01, coef0=0, kernel=rbf, gamma=1.0, degree=5",0.3125
6,SVM,"degree=1, C=0.01, coef0=0, kernel=rbf, gamma=10.0",0.3125
6,SVM,"C=0.01, coef0=0, kernel=rbf, degree=2, gamma=10.0",0.3125
6,SVM,"C=0.01, coef0=0, degree=3, kernel=rbf, gamma=10.0",0.3125
6,SVM,"C=0.01, degree=4, coef0=0, kernel=rbf, gamma=10.0",0.3125
6,SVM,"C=0.01, coef0=0, kernel=rbf, degree=5, gamma=10.0",0.3125
6,SVM,"degree=1, C=0.01, coef0=0, kernel=rbf, gamma=100.0",0.3125
6,SVM,"C=0.01, coef0=0, kernel=rbf, degree=2, gamma=100.0",0.3125
6,SVM,"C=0.01, coef0=0, degree=3, kernel=rbf, gamma=100.0",0.3125
6,SVM,"C=0.01, degree=4, coef0=0, kernel=rbf, gamma=100.0",0.3125
6,SVM,"C=0.01, coef0=0, kernel=rbf, degree=5, gamma=100.0",0.3125
6,SVM,"degree=1, C=0.01, coef0=0, kernel=rbf, gamma=1000.0",0.3125
6,SVM,"C=0.01, coef0=0, kernel=rbf, degree=2, gamma=1000.0",0.3125
6,SVM,"C=0.01, coef0=0, degree=3, kernel=rbf, gamma=1000.0",0.3125
6,SVM,"C=0.01, degree=4, coef0=0, kernel=rbf, gamma=1000.0",0.3125
6,SVM,"C=0.01, coef0=0, kernel=rbf, degree=5, gamma=1000.0",0.3125
6,SVM,"degree=1, coef0=0, kernel=rbf, C=0.1, gamma=1e-09",0.3125
6,SVM,"coef0=0, kernel=rbf, degree=2, C=0.1, gamma=1e-09",0.3125
6,SVM,"coef0=0, degree=3, kernel=rbf, C=0.1, gamma=1e-09",0.3125
6,SVM,"degree=4, coef0=0, kernel=rbf, C=0.1, gamma=1e-09",0.3125
6,SVM,"coef0=0, kernel=rbf, C=0.1, degree=5, gamma=1e-09",0.3125
6,SVM,"degree=1, coef0=0, kernel=rbf, C=0.1, gamma=1e-08",0.3125
6,SVM,"coef0=0, kernel=rbf, degree=2, C=0.1, gamma=1e-08",0.3125
6,SVM,"coef0=0, degree=3, kernel=rbf, C=0.1, gamma=1e-08",0.3125
6,SVM,"degree=4, coef0=0, kernel=rbf, C=0.1, gamma=1e-08",0.3125
6,SVM,"coef0=0, kernel=rbf, C=0.1, degree=5, gamma=1e-08",0.3125
6,SVM,"degree=1, gamma=1e-07, coef0=0, kernel=rbf, C=0.1",0.3125
6,SVM,"gamma=1e-07, coef0=0, kernel=rbf, degree=2, C=0.1",0.3125
6,SVM,"gamma=1e-07, coef0=0, degree=3, kernel=rbf, C=0.1",0.3125
6,SVM,"gamma=1e-07, degree=4, coef0=0, kernel=rbf, C=0.1",0.3125
6,SVM,"gamma=1e-07, coef0=0, kernel=rbf, C=0.1, degree=5",0.3125
6,SVM,"degree=1, gamma=1e-06, coef0=0, kernel=rbf, C=0.1",0.3125
6,SVM,"gamma=1e-06, coef0=0, kernel=rbf, degree=2, C=0.1",0.3125
6,SVM,"gamma=1e-06, coef0=0, degree=3, kernel=rbf, C=0.1",0.3125
6,SVM,"degree=4, gamma=1e-06, coef0=0, kernel=rbf, C=0.1",0.3125
6,SVM,"gamma=1e-06, coef0=0, kernel=rbf, C=0.1, degree=5",0.3125
6,SVM,"degree=1, coef0=0, kernel=rbf, C=0.1, gamma=1e-05",0.3125
6,SVM,"coef0=0, kernel=rbf, degree=2, C=0.1, gamma=1e-05",0.3125
6,SVM,"coef0=0, degree=3, kernel=rbf, C=0.1, gamma=1e-05",0.3125
6,SVM,"degree=4, coef0=0, kernel=rbf, C=0.1, gamma=1e-05",0.3125
6,SVM,"coef0=0, kernel=rbf, C=0.1, degree=5, gamma=1e-05",0.3125
6,SVM,"degree=1, gamma=0.0001, coef0=0, kernel=rbf, C=0.1",0.3125
6,SVM,"gamma=0.0001, coef0=0, kernel=rbf, degree=2, C=0.1",0.3125
6,SVM,"gamma=0.0001, coef0=0, degree=3, kernel=rbf, C=0.1",0.3125
6,SVM,"degree=4, gamma=0.0001, coef0=0, kernel=rbf, C=0.1",0.3125
6,SVM,"gamma=0.0001, coef0=0, kernel=rbf, C=0.1, degree=5",0.3125
6,SVM,"degree=1, gamma=0.001, coef0=0, kernel=rbf, C=0.1",0.3125
6,SVM,"gamma=0.001, coef0=0, kernel=rbf, degree=2, C=0.1",0.3125
6,SVM,"gamma=0.001, coef0=0, degree=3, kernel=rbf, C=0.1",0.3125
6,SVM,"degree=4, gamma=0.001, coef0=0, kernel=rbf, C=0.1",0.3125
6,SVM,"gamma=0.001, coef0=0, kernel=rbf, C=0.1, degree=5",0.3125
6,SVM,"degree=1, coef0=0, kernel=rbf, C=0.1, gamma=0.01",0.3125
6,SVM,"coef0=0, kernel=rbf, degree=2, C=0.1, gamma=0.01",0.3125
6,SVM,"coef0=0, degree=3, kernel=rbf, C=0.1, gamma=0.01",0.3125
6,SVM,"degree=4, coef0=0, kernel=rbf, C=0.1, gamma=0.01",0.3125
6,SVM,"coef0=0, kernel=rbf, C=0.1, gamma=0.01, degree=5",0.3125
6,SVM,"degree=1, gamma=0.1, coef0=0, kernel=rbf, C=0.1",0.3125
6,SVM,"gamma=0.1, coef0=0, kernel=rbf, degree=2, C=0.1",0.3125
6,SVM,"gamma=0.1, coef0=0, degree=3, kernel=rbf, C=0.1",0.3125
6,SVM,"gamma=0.1, degree=4, coef0=0, kernel=rbf, C=0.1",0.3125
6,SVM,"gamma=0.1, coef0=0, kernel=rbf, C=0.1, degree=5",0.3125
6,SVM,"degree=1, coef0=0, kernel=rbf, C=0.1, gamma=1.0",0.3125
6,SVM,"coef0=0, kernel=rbf, degree=2, C=0.1, gamma=1.0",0.3125
6,SVM,"coef0=0, degree=3, kernel=rbf, C=0.1, gamma=1.0",0.3125
6,SVM,"degree=4, coef0=0, kernel=rbf, C=0.1, gamma=1.0",0.3125
6,SVM,"coef0=0, kernel=rbf, C=0.1, gamma=1.0, degree=5",0.3125
6,SVM,"degree=1, coef0=0, kernel=rbf, C=0.1, gamma=10.0",0.3125
6,SVM,"coef0=0, kernel=rbf, degree=2, C=0.1, gamma=10.0",0.3125
6,SVM,"coef0=0, degree=3, kernel=rbf, C=0.1, gamma=10.0",0.3125
6,SVM,"degree=4, coef0=0, kernel=rbf, C=0.1, gamma=10.0",0.3125
6,SVM,"coef0=0, kernel=rbf, C=0.1, degree=5, gamma=10.0",0.3125
6,SVM,"degree=1, coef0=0, kernel=rbf, C=0.1, gamma=100.0",0.3125
6,SVM,"coef0=0, kernel=rbf, degree=2, C=0.1, gamma=100.0",0.3125
6,SVM,"coef0=0, degree=3, kernel=rbf, C=0.1, gamma=100.0",0.3125
6,SVM,"degree=4, coef0=0, kernel=rbf, C=0.1, gamma=100.0",0.3125
6,SVM,"coef0=0, kernel=rbf, C=0.1, degree=5, gamma=100.0",0.3125
6,SVM,"degree=1, coef0=0, kernel=rbf, C=0.1, gamma=1000.0",0.3125
6,SVM,"coef0=0, kernel=rbf, degree=2, C=0.1, gamma=1000.0",0.3125
6,SVM,"coef0=0, degree=3, kernel=rbf, C=0.1, gamma=1000.0",0.3125
6,SVM,"degree=4, coef0=0, kernel=rbf, C=0.1, gamma=1000.0",0.3125
6,SVM,"coef0=0, kernel=rbf, C=0.1, degree=5, gamma=1000.0",0.3125
6,SVM,"degree=1, C=1.0, coef0=0, kernel=rbf, gamma=1e-09",0.3125
6,SVM,"C=1.0, coef0=0, kernel=rbf, degree=2, gamma=1e-09",0.3125
6,SVM,"C=1.0, coef0=0, degree=3, kernel=rbf, gamma=1e-09",0.3125
6,SVM,"degree=4, C=1.0, coef0=0, kernel=rbf, gamma=1e-09",0.3125
6,SVM,"C=1.0, coef0=0, kernel=rbf, degree=5, gamma=1e-09",0.3125
6,SVM,"degree=1, C=1.0, coef0=0, kernel=rbf, gamma=1e-08",0.3125
6,SVM,"C=1.0, coef0=0, kernel=rbf, degree=2, gamma=1e-08",0.3125
6,SVM,"C=1.0, coef0=0, degree=3, kernel=rbf, gamma=1e-08",0.3125
6,SVM,"degree=4, C=1.0, coef0=0, kernel=rbf, gamma=1e-08",0.3125
6,SVM,"C=1.0, coef0=0, kernel=rbf, degree=5, gamma=1e-08",0.3125
6,SVM,"degree=1, gamma=1e-07, C=1.0, coef0=0, kernel=rbf",0.3125
6,SVM,"gamma=1e-07, C=1.0, coef0=0, kernel=rbf, degree=2",0.3125
6,SVM,"gamma=1e-07, C=1.0, coef0=0, degree=3, kernel=rbf",0.3125
6,SVM,"gamma=1e-07, degree=4, C=1.0, coef0=0, kernel=rbf",0.3125
6,SVM,"gamma=1e-07, C=1.0, coef0=0, kernel=rbf, degree=5",0.3125
6,SVM,"degree=1, C=1.0, gamma=1e-06, coef0=0, kernel=rbf",0.3125
6,SVM,"C=1.0, gamma=1e-06, coef0=0, kernel=rbf, degree=2",0.3125
6,SVM,"C=1.0, gamma=1e-06, coef0=0, degree=3, kernel=rbf",0.3125
6,SVM,"degree=4, C=1.0, gamma=1e-06, coef0=0, kernel=rbf",0.3125
6,SVM,"C=1.0, gamma=1e-06, coef0=0, kernel=rbf, degree=5",0.3125
6,SVM,"degree=1, C=1.0, coef0=0, kernel=rbf, gamma=1e-05",0.3125
6,SVM,"C=1.0, coef0=0, kernel=rbf, degree=2, gamma=1e-05",0.3125
6,SVM,"C=1.0, coef0=0, degree=3, kernel=rbf, gamma=1e-05",0.3125
6,SVM,"degree=4, C=1.0, coef0=0, kernel=rbf, gamma=1e-05",0.3125
6,SVM,"C=1.0, coef0=0, kernel=rbf, degree=5, gamma=1e-05",0.3125
6,SVM,"degree=1, gamma=0.0001, C=1.0, coef0=0, kernel=rbf",0.3125
6,SVM,"gamma=0.0001, C=1.0, coef0=0, kernel=rbf, degree=2",0.3125
6,SVM,"gamma=0.0001, C=1.0, coef0=0, degree=3, kernel=rbf",0.3125
6,SVM,"degree=4, gamma=0.0001, C=1.0, coef0=0, kernel=rbf",0.3125
6,SVM,"gamma=0.0001, C=1.0, coef0=0, kernel=rbf, degree=5",0.3125
6,SVM,"degree=1, C=1.0, gamma=0.001, coef0=0, kernel=rbf",0.3125
6,SVM,"C=1.0, gamma=0.001, coef0=0, kernel=rbf, degree=2",0.3125
6,SVM,"C=1.0, gamma=0.001, coef0=0, degree=3, kernel=rbf",0.3125
6,SVM,"degree=4, C=1.0, gamma=0.001, coef0=0, kernel=rbf",0.3125
6,SVM,"C=1.0, gamma=0.001, coef0=0, kernel=rbf, degree=5",0.3125
6,SVM,"degree=1, C=1.0, coef0=0, kernel=rbf, gamma=0.01",0.3125
6,SVM,"C=1.0, coef0=0, kernel=rbf, degree=2, gamma=0.01",0.3125
6,SVM,"C=1.0, coef0=0, degree=3, kernel=rbf, gamma=0.01",0.3125
6,SVM,"degree=4, C=1.0, coef0=0, kernel=rbf, gamma=0.01",0.3125
6,SVM,"C=1.0, coef0=0, kernel=rbf, gamma=0.01, degree=5",0.3125
6,SVM,"degree=1, gamma=0.1, C=1.0, coef0=0, kernel=rbf",0.3125
6,SVM,"gamma=0.1, C=1.0, coef0=0, kernel=rbf, degree=2",0.3125
6,SVM,"gamma=0.1, C=1.0, coef0=0, degree=3, kernel=rbf",0.3125
6,SVM,"gamma=0.1, degree=4, C=1.0, coef0=0, kernel=rbf",0.3125
6,SVM,"gamma=0.1, C=1.0, coef0=0, kernel=rbf, degree=5",0.3125
6,SVM,"degree=1, C=1.0, coef0=0, kernel=rbf, gamma=1.0",0.3125
6,SVM,"C=1.0, coef0=0, kernel=rbf, degree=2, gamma=1.0",0.3125
6,SVM,"C=1.0, coef0=0, degree=3, kernel=rbf, gamma=1.0",0.3125
6,SVM,"degree=4, C=1.0, coef0=0, kernel=rbf, gamma=1.0",0.3125
6,SVM,"C=1.0, coef0=0, kernel=rbf, gamma=1.0, degree=5",0.3125
6,SVM,"degree=1, C=1.0, coef0=0, kernel=rbf, gamma=10.0",0.3125
6,SVM,"C=1.0, coef0=0, kernel=rbf, degree=2, gamma=10.0",0.3125
6,SVM,"C=1.0, coef0=0, degree=3, kernel=rbf, gamma=10.0",0.3125
6,SVM,"degree=4, C=1.0, coef0=0, kernel=rbf, gamma=10.0",0.3125
6,SVM,"C=1.0, coef0=0, kernel=rbf, degree=5, gamma=10.0",0.3125
6,SVM,"degree=1, C=1.0, coef0=0, kernel=rbf, gamma=100.0",0.3125
6,SVM,"C=1.0, coef0=0, kernel=rbf, degree=2, gamma=100.0",0.3125
6,SVM,"C=1.0, coef0=0, degree=3, kernel=rbf, gamma=100.0",0.3125
6,SVM,"degree=4, C=1.0, coef0=0, kernel=rbf, gamma=100.0",0.3125
6,SVM,"C=1.0, coef0=0, kernel=rbf, degree=5, gamma=100.0",0.3125
6,SVM,"degree=1, C=1.0, coef0=0, kernel=rbf, gamma=1000.0",0.3125
6,SVM,"C=1.0, coef0=0, kernel=rbf, degree=2, gamma=1000.0",0.3125
6,SVM,"C=1.0, coef0=0, degree=3, kernel=rbf, gamma=1000.0",0.3125
6,SVM,"degree=4, C=1.0, coef0=0, kernel=rbf, gamma=1000.0",0.3125
6,SVM,"C=1.0, coef0=0, kernel=rbf, degree=5, gamma=1000.0",0.3125
6,SVM,"degree=1, coef0=0, C=10.0, kernel=rbf, gamma=1e-09",0.3125
6,SVM,"coef0=0, C=10.0, kernel=rbf, degree=2, gamma=1e-09",0.3125
6,SVM,"coef0=0, C=10.0, degree=3, kernel=rbf, gamma=1e-09",0.3125
6,SVM,"degree=4, coef0=0, C=10.0, kernel=rbf, gamma=1e-09",0.3125
6,SVM,"coef0=0, C=10.0, kernel=rbf, degree=5, gamma=1e-09",0.3125
6,SVM,"degree=1, coef0=0, C=10.0, kernel=rbf, gamma=1e-08",0.3125
6,SVM,"coef0=0, C=10.0, kernel=rbf, degree=2, gamma=1e-08",0.3125
6,SVM,"coef0=0, C=10.0, degree=3, kernel=rbf, gamma=1e-08",0.3125
6,SVM,"degree=4, coef0=0, C=10.0, kernel=rbf, gamma=1e-08",0.3125
6,SVM,"coef0=0, C=10.0, kernel=rbf, degree=5, gamma=1e-08",0.3125
6,SVM,"degree=1, gamma=1e-07, coef0=0, C=10.0, kernel=rbf",0.3125
6,SVM,"gamma=1e-07, coef0=0, C=10.0, kernel=rbf, degree=2",0.3125
6,SVM,"gamma=1e-07, coef0=0, C=10.0, degree=3, kernel=rbf",0.3125
6,SVM,"gamma=1e-07, degree=4, coef0=0, C=10.0, kernel=rbf",0.3125
6,SVM,"gamma=1e-07, coef0=0, C=10.0, kernel=rbf, degree=5",0.3125
6,SVM,"degree=1, gamma=1e-06, coef0=0, C=10.0, kernel=rbf",0.3125
6,SVM,"gamma=1e-06, coef0=0, C=10.0, kernel=rbf, degree=2",0.3125
6,SVM,"gamma=1e-06, coef0=0, C=10.0, degree=3, kernel=rbf",0.3125
6,SVM,"degree=4, gamma=1e-06, coef0=0, C=10.0, kernel=rbf",0.3125
6,SVM,"gamma=1e-06, coef0=0, C=10.0, kernel=rbf, degree=5",0.3125
6,SVM,"degree=1, coef0=0, C=10.0, kernel=rbf, gamma=1e-05",0.3125
6,SVM,"coef0=0, C=10.0, kernel=rbf, degree=2, gamma=1e-05",0.3125
6,SVM,"coef0=0, C=10.0, degree=3, kernel=rbf, gamma=1e-05",0.3125
6,SVM,"degree=4, coef0=0, C=10.0, kernel=rbf, gamma=1e-05",0.3125
6,SVM,"coef0=0, C=10.0, kernel=rbf, degree=5, gamma=1e-05",0.3125
6,SVM,"degree=1, gamma=0.0001, coef0=0, C=10.0, kernel=rbf",0.3125
6,SVM,"gamma=0.0001, coef0=0, C=10.0, kernel=rbf, degree=2",0.3125
6,SVM,"gamma=0.0001, coef0=0, C=10.0, degree=3, kernel=rbf",0.3125
6,SVM,"degree=4, gamma=0.0001, coef0=0, C=10.0, kernel=rbf",0.3125
6,SVM,"gamma=0.0001, coef0=0, C=10.0, kernel=rbf, degree=5",0.3125
6,SVM,"degree=1, gamma=0.001, coef0=0, C=10.0, kernel=rbf",0.3125
6,SVM,"gamma=0.001, coef0=0, C=10.0, kernel=rbf, degree=2",0.3125
6,SVM,"gamma=0.001, coef0=0, C=10.0, degree=3, kernel=rbf",0.3125
6,SVM,"degree=4, gamma=0.001, coef0=0, C=10.0, kernel=rbf",0.3125
6,SVM,"gamma=0.001, coef0=0, C=10.0, kernel=rbf, degree=5",0.3125
6,SVM,"degree=1, coef0=0, C=10.0, kernel=rbf, gamma=0.01",0.3125
6,SVM,"coef0=0, C=10.0, kernel=rbf, degree=2, gamma=0.01",0.3125
6,SVM,"coef0=0, C=10.0, degree=3, kernel=rbf, gamma=0.01",0.3125
6,SVM,"degree=4, coef0=0, C=10.0, kernel=rbf, gamma=0.01",0.3125
6,SVM,"coef0=0, C=10.0, kernel=rbf, gamma=0.01, degree=5",0.3125
6,SVM,"degree=1, gamma=0.1, coef0=0, C=10.0, kernel=rbf",0.3125
6,SVM,"gamma=0.1, coef0=0, C=10.0, kernel=rbf, degree=2",0.3125
6,SVM,"gamma=0.1, coef0=0, C=10.0, degree=3, kernel=rbf",0.3125
6,SVM,"gamma=0.1, degree=4, coef0=0, C=10.0, kernel=rbf",0.3125
6,SVM,"gamma=0.1, coef0=0, C=10.0, kernel=rbf, degree=5",0.3125
6,SVM,"degree=1, coef0=0, C=10.0, kernel=rbf, gamma=1.0",0.3125
6,SVM,"coef0=0, C=10.0, kernel=rbf, degree=2, gamma=1.0",0.3125
6,SVM,"coef0=0, C=10.0, degree=3, kernel=rbf, gamma=1.0",0.3125
6,SVM,"degree=4, coef0=0, C=10.0, kernel=rbf, gamma=1.0",0.3125
6,SVM,"coef0=0, C=10.0, kernel=rbf, gamma=1.0, degree=5",0.3125
6,SVM,"degree=1, coef0=0, C=10.0, kernel=rbf, gamma=10.0",0.3125
6,SVM,"coef0=0, C=10.0, kernel=rbf, degree=2, gamma=10.0",0.3125
6,SVM,"coef0=0, C=10.0, degree=3, kernel=rbf, gamma=10.0",0.3125
6,SVM,"degree=4, coef0=0, C=10.0, kernel=rbf, gamma=10.0",0.3125
6,SVM,"coef0=0, C=10.0, kernel=rbf, degree=5, gamma=10.0",0.3125
6,SVM,"degree=1, coef0=0, C=10.0, kernel=rbf, gamma=100.0",0.3125
6,SVM,"coef0=0, C=10.0, kernel=rbf, degree=2, gamma=100.0",0.3125
6,SVM,"coef0=0, C=10.0, degree=3, kernel=rbf, gamma=100.0",0.3125
6,SVM,"degree=4, coef0=0, C=10.0, kernel=rbf, gamma=100.0",0.3125
6,SVM,"coef0=0, C=10.0, kernel=rbf, degree=5, gamma=100.0",0.3125
6,SVM,"degree=1, coef0=0, C=10.0, kernel=rbf, gamma=1000.0",0.3125
6,SVM,"coef0=0, C=10.0, kernel=rbf, degree=2, gamma=1000.0",0.3125
6,SVM,"coef0=0, C=10.0, degree=3, kernel=rbf, gamma=1000.0",0.3125
6,SVM,"degree=4, coef0=0, C=10.0, kernel=rbf, gamma=1000.0",0.3125
6,SVM,"coef0=0, C=10.0, kernel=rbf, degree=5, gamma=1000.0",0.3125
6,SVM,"degree=1, coef0=0, C=100.0, kernel=rbf, gamma=1e-09",0.3125
6,SVM,"coef0=0, C=100.0, kernel=rbf, degree=2, gamma=1e-09",0.3125
6,SVM,"coef0=0, C=100.0, degree=3, kernel=rbf, gamma=1e-09",0.3125
6,SVM,"degree=4, coef0=0, C=100.0, kernel=rbf, gamma=1e-09",0.3125
6,SVM,"coef0=0, C=100.0, kernel=rbf, degree=5, gamma=1e-09",0.3125
6,SVM,"degree=1, coef0=0, C=100.0, kernel=rbf, gamma=1e-08",0.3125
6,SVM,"coef0=0, C=100.0, kernel=rbf, degree=2, gamma=1e-08",0.3125
6,SVM,"coef0=0, C=100.0, degree=3, kernel=rbf, gamma=1e-08",0.3125
6,SVM,"degree=4, coef0=0, C=100.0, kernel=rbf, gamma=1e-08",0.3125
6,SVM,"coef0=0, C=100.0, kernel=rbf, degree=5, gamma=1e-08",0.3125
6,SVM,"degree=1, gamma=1e-07, coef0=0, C=100.0, kernel=rbf",0.3125
6,SVM,"gamma=1e-07, coef0=0, C=100.0, kernel=rbf, degree=2",0.3125
6,SVM,"gamma=1e-07, coef0=0, C=100.0, degree=3, kernel=rbf",0.3125
6,SVM,"gamma=1e-07, degree=4, coef0=0, C=100.0, kernel=rbf",0.3125
6,SVM,"gamma=1e-07, coef0=0, C=100.0, kernel=rbf, degree=5",0.3125
6,SVM,"degree=1, gamma=1e-06, coef0=0, C=100.0, kernel=rbf",0.3125
6,SVM,"gamma=1e-06, coef0=0, C=100.0, kernel=rbf, degree=2",0.3125
6,SVM,"gamma=1e-06, coef0=0, C=100.0, degree=3, kernel=rbf",0.3125
6,SVM,"degree=4, gamma=1e-06, coef0=0, C=100.0, kernel=rbf",0.3125
6,SVM,"gamma=1e-06, coef0=0, C=100.0, kernel=rbf, degree=5",0.3125
6,SVM,"degree=1, coef0=0, C=100.0, kernel=rbf, gamma=1e-05",0.3125
6,SVM,"coef0=0, C=100.0, kernel=rbf, degree=2, gamma=1e-05",0.3125
6,SVM,"coef0=0, C=100.0, degree=3, kernel=rbf, gamma=1e-05",0.3125
6,SVM,"degree=4, coef0=0, C=100.0, kernel=rbf, gamma=1e-05",0.3125
6,SVM,"coef0=0, C=100.0, kernel=rbf, degree=5, gamma=1e-05",0.3125
6,SVM,"degree=1, gamma=0.0001, coef0=0, C=100.0, kernel=rbf",0.3125
6,SVM,"gamma=0.0001, coef0=0, C=100.0, kernel=rbf, degree=2",0.3125
6,SVM,"gamma=0.0001, coef0=0, C=100.0, degree=3, kernel=rbf",0.3125
6,SVM,"degree=4, gamma=0.0001, coef0=0, C=100.0, kernel=rbf",0.3125
6,SVM,"gamma=0.0001, coef0=0, C=100.0, kernel=rbf, degree=5",0.3125
6,SVM,"degree=1, gamma=0.001, coef0=0, C=100.0, kernel=rbf",0.3125
6,SVM,"gamma=0.001, coef0=0, C=100.0, kernel=rbf, degree=2",0.3125
6,SVM,"gamma=0.001, coef0=0, C=100.0, degree=3, kernel=rbf",0.3125
6,SVM,"degree=4, gamma=0.001, coef0=0, C=100.0, kernel=rbf",0.3125
6,SVM,"gamma=0.001, coef0=0, C=100.0, kernel=rbf, degree=5",0.3125
6,SVM,"degree=1, coef0=0, C=100.0, kernel=rbf, gamma=0.01",0.3125
6,SVM,"coef0=0, C=100.0, kernel=rbf, degree=2, gamma=0.01",0.3125
6,SVM,"coef0=0, C=100.0, degree=3, kernel=rbf, gamma=0.01",0.3125
6,SVM,"degree=4, coef0=0, C=100.0, kernel=rbf, gamma=0.01",0.3125
6,SVM,"coef0=0, C=100.0, kernel=rbf, gamma=0.01, degree=5",0.3125
6,SVM,"degree=1, gamma=0.1, coef0=0, C=100.0, kernel=rbf",0.3125
6,SVM,"gamma=0.1, coef0=0, C=100.0, kernel=rbf, degree=2",0.3125
6,SVM,"gamma=0.1, coef0=0, C=100.0, degree=3, kernel=rbf",0.3125
6,SVM,"gamma=0.1, degree=4, coef0=0, C=100.0, kernel=rbf",0.3125
6,SVM,"gamma=0.1, coef0=0, C=100.0, kernel=rbf, degree=5",0.3125
6,SVM,"degree=1, coef0=0, C=100.0, kernel=rbf, gamma=1.0",0.3125
6,SVM,"coef0=0, C=100.0, kernel=rbf, degree=2, gamma=1.0",0.3125
6,SVM,"coef0=0, C=100.0, degree=3, kernel=rbf, gamma=1.0",0.3125
6,SVM,"degree=4, coef0=0, C=100.0, kernel=rbf, gamma=1.0",0.3125
6,SVM,"coef0=0, C=100.0, kernel=rbf, gamma=1.0, degree=5",0.3125
6,SVM,"degree=1, coef0=0, C=100.0, kernel=rbf, gamma=10.0",0.3125
6,SVM,"coef0=0, C=100.0, kernel=rbf, degree=2, gamma=10.0",0.3125
6,SVM,"coef0=0, C=100.0, degree=3, kernel=rbf, gamma=10.0",0.3125
6,SVM,"degree=4, coef0=0, C=100.0, kernel=rbf, gamma=10.0",0.3125
6,SVM,"coef0=0, C=100.0, kernel=rbf, degree=5, gamma=10.0",0.3125
6,SVM,"degree=1, coef0=0, C=100.0, kernel=rbf, gamma=100.0",0.3125
6,SVM,"coef0=0, C=100.0, kernel=rbf, degree=2, gamma=100.0",0.3125
6,SVM,"coef0=0, C=100.0, degree=3, kernel=rbf, gamma=100.0",0.3125
6,SVM,"degree=4, coef0=0, C=100.0, kernel=rbf, gamma=100.0",0.3125
6,SVM,"coef0=0, C=100.0, kernel=rbf, degree=5, gamma=100.0",0.3125
6,SVM,"degree=1, coef0=0, C=100.0, kernel=rbf, gamma=1000.0",0.3125
6,SVM,"coef0=0, C=100.0, kernel=rbf, degree=2, gamma=1000.0",0.3125
6,SVM,"coef0=0, C=100.0, degree=3, kernel=rbf, gamma=1000.0",0.3125
6,SVM,"degree=4, coef0=0, C=100.0, kernel=rbf, gamma=1000.0",0.3125
6,SVM,"coef0=0, C=100.0, kernel=rbf, degree=5, gamma=1000.0",0.3125
6,SVM,"degree=1, coef0=0, C=1000.0, kernel=rbf, gamma=1e-09",0.3125
6,SVM,"coef0=0, C=1000.0, kernel=rbf, degree=2, gamma=1e-09",0.3125
6,SVM,"coef0=0, C=1000.0, degree=3, kernel=rbf, gamma=1e-09",0.3125
6,SVM,"degree=4, coef0=0, C=1000.0, kernel=rbf, gamma=1e-09",0.3125
6,SVM,"coef0=0, C=1000.0, kernel=rbf, degree=5, gamma=1e-09",0.3125
6,SVM,"degree=1, coef0=0, C=1000.0, kernel=rbf, gamma=1e-08",0.3125
6,SVM,"coef0=0, C=1000.0, kernel=rbf, degree=2, gamma=1e-08",0.3125
6,SVM,"coef0=0, C=1000.0, degree=3, kernel=rbf, gamma=1e-08",0.3125
6,SVM,"degree=4, coef0=0, C=1000.0, kernel=rbf, gamma=1e-08",0.3125
6,SVM,"coef0=0, C=1000.0, kernel=rbf, degree=5, gamma=1e-08",0.3125
